OriginLine,Prompt,Response
386,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description; The Mail: Dear Jon Doe, We hope you are enjoying your YouTube experience. We are writing to inform you that there was an issue with your account information. To ensure uninterrupted access to your favorite content, please update your account details at your earliest convenience. You can do this by logging into your account and following the instructions provided. Thank you for your prompt attention to this matter. Best regards, YouTube Support Team",PLACEHOLDER
389,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector ChatGPT-DetDetector categorized it as 97,60% Human; The Mail: Dear Jon Doe, We hope you are enjoying your YouTube experience. We are writing to inform you that there was an issue with your account information. To ensure uninterrupted access to your favorite content, please update your account details at your earliest convenience. You can do this by logging into your account and following the instructions provided. Thank you for your prompt attention to this matter. Best regards, YouTube Support Team",PLACEHOLDER
392,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector FastDetectGPT categorized it as 33% Machine; The Mail: Dear Jon Doe, We hope you are enjoying your YouTube experience. We are writing to inform you that there was an issue with your account information. To ensure uninterrupted access to your favorite content, please update your account details at your earliest convenience. You can do this by logging into your account and following the instructions provided. Thank you for your prompt attention to this matter. Best regards, YouTube Support Team",PLACEHOLDER
395,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector Binoculars categorized it as most likely ai-Generated; The Mail: Dear Jon Doe, We hope you are enjoying your YouTube experience. We are writing to inform you that there was an issue with your account information. To ensure uninterrupted access to your favorite content, please update your account details at your earliest convenience. You can do this by logging into your account and following the instructions provided. Thank you for your prompt attention to this matter. Best regards, YouTube Support Team",PLACEHOLDER
398,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description; The Mail: Dear Jon Doe, We hope you are enjoying your Apple products. We are writing to inform you that there was an issue with your Apple ID information. To ensure uninterrupted access to all your Apple services, please update your account details at your earliest convenience. You can do this by logging into your account and following the instructions provided. Thank you for your prompt attention to this matter. Best regards, Apple Support Team",PLACEHOLDER
401,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector ChatGPT-DetDetector categorized it as 99,30% Human; The Mail: Dear Jon Doe, We hope you are enjoying your Apple products. We are writing to inform you that there was an issue with your Apple ID information. To ensure uninterrupted access to all your Apple services, please update your account details at your earliest convenience. You can do this by logging into your account and following the instructions provided. Thank you for your prompt attention to this matter. Best regards, Apple Support Team",PLACEHOLDER
404,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector FastDetectGPT categorized it as 55% Machine; The Mail: Dear Jon Doe, We hope you are enjoying your Apple products. We are writing to inform you that there was an issue with your Apple ID information. To ensure uninterrupted access to all your Apple services, please update your account details at your earliest convenience. You can do this by logging into your account and following the instructions provided. Thank you for your prompt attention to this matter. Best regards, Apple Support Team",PLACEHOLDER
407,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector Binoculars categorized it as most likely ai-Generated; The Mail: Dear Jon Doe, We hope you are enjoying your Apple products. We are writing to inform you that there was an issue with your Apple ID information. To ensure uninterrupted access to all your Apple services, please update your account details at your earliest convenience. You can do this by logging into your account and following the instructions provided. Thank you for your prompt attention to this matter. Best regards, Apple Support Team",PLACEHOLDER
410,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description; The Mail: Dear Jon Doe, We hope you are enjoying your Spotify experience. We are writing to inform you that there was an issue processing your recent payment. To ensure uninterrupted service, please update your payment information at your earliest convenience. You can do this by logging into your account and following the instructions provided. Thank you for your prompt attention to this matter. Best regards, Spotify Customer Service",PLACEHOLDER
413,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector ChatGPT-DetDetector categorized it as 99,36% Human; The Mail: Dear Jon Doe, We hope you are enjoying your Spotify experience. We are writing to inform you that there was an issue processing your recent payment. To ensure uninterrupted service, please update your payment information at your earliest convenience. You can do this by logging into your account and following the instructions provided. Thank you for your prompt attention to this matter. Best regards, Spotify Customer Service",PLACEHOLDER
416,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector FastDetectGPT categorized it as 43% Machine; The Mail: Dear Jon Doe, We hope you are enjoying your Spotify experience. We are writing to inform you that there was an issue processing your recent payment. To ensure uninterrupted service, please update your payment information at your earliest convenience. You can do this by logging into your account and following the instructions provided. Thank you for your prompt attention to this matter. Best regards, Spotify Customer Service",PLACEHOLDER
419,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector Binoculars categorized it as most likely ai-Generated; The Mail: Dear Jon Doe, We hope you are enjoying your Spotify experience. We are writing to inform you that there was an issue processing your recent payment. To ensure uninterrupted service, please update your payment information at your earliest convenience. You can do this by logging into your account and following the instructions provided. Thank you for your prompt attention to this matter. Best regards, Spotify Customer Service",PLACEHOLDER
423,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description; The Mail: Dear Jon Doe, We hope this message finds you well. As part of our ongoing efforts to ensure the security of your PayPal account, we need you to update your account information. Please click the link below to log in and verify your details: [Fake Link] If you have any questions, feel free to contact our support team. Thank you for your cooperation. Best regards, The PayPal Team",PLACEHOLDER
426,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector ChatGPT-DetDetector categorized it as 96,21% Human; The Mail: Dear Jon Doe, We hope this message finds you well. As part of our ongoing efforts to ensure the security of your PayPal account, we need you to update your account information. Please click the link below to log in and verify your details: [Fake Link] If you have any questions, feel free to contact our support team. Thank you for your cooperation. Best regards, The PayPal Team",PLACEHOLDER
429,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector FastDetectGPT categorized it as 32% Human; The Mail: Dear Jon Doe, We hope this message finds you well. As part of our ongoing efforts to ensure the security of your PayPal account, we need you to update your account information. Please click the link below to log in and verify your details: [Fake Link] If you have any questions, feel free to contact our support team. Thank you for your cooperation. Best regards, The PayPal Team",PLACEHOLDER
432,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector Binoculars categorized it as most likely ai-Generated; The Mail: Dear Jon Doe, We hope this message finds you well. As part of our ongoing efforts to ensure the security of your PayPal account, we need you to update your account information. Please click the link below to log in and verify your details: [Fake Link] If you have any questions, feel free to contact our support team. Thank you for your cooperation. Best regards, The PayPal Team",PLACEHOLDER
435,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description; The Mail: Dear Jon Doe, We hope this message finds you well. As part of our ongoing efforts to ensure the security of your Microsoft account, we need you to update your account information. Please log in to your account at [www.microsoft.com](https://www.microsoft.com/) and follow the instructions to verify your details. If you have any questions, feel free to contact our support team. Thank you for your cooperation. Best regards, The Microsoft Team",PLACEHOLDER
438,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector ChatGPT-DetDetector categorized it as 95,23% Human; The Mail: Dear Jon Doe, We hope this message finds you well. As part of our ongoing efforts to ensure the security of your Microsoft account, we need you to update your account information. Please log in to your account at [www.microsoft.com](https://www.microsoft.com/) and follow the instructions to verify your details. If you have any questions, feel free to contact our support team. Thank you for your cooperation. Best regards, The Microsoft Team",PLACEHOLDER
441,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector FastDetectGPT categorized it as 56% Machine; The Mail: Dear Jon Doe, We hope this message finds you well. As part of our ongoing efforts to ensure the security of your Microsoft account, we need you to update your account information. Please log in to your account at [www.microsoft.com](https://www.microsoft.com/) and follow the instructions to verify your details. If you have any questions, feel free to contact our support team. Thank you for your cooperation. Best regards, The Microsoft Team",PLACEHOLDER
444,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector Binoculars categorized it as most likely ai-Generated; The Mail: Dear Jon Doe, We hope this message finds you well. As part of our ongoing efforts to ensure the security of your Microsoft account, we need you to update your account information. Please log in to your account at [www.microsoft.com](https://www.microsoft.com/) and follow the instructions to verify your details. If you have any questions, feel free to contact our support team. Thank you for your cooperation. Best regards, The Microsoft Team",PLACEHOLDER
447,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description; The Mail: Dear Jon Doe, We hope this message finds you well. As part of our ongoing efforts to ensure the security of your Deutsche Bank account, we need you to update your account information. Please log in to your account at www.deutsche-bank.de and follow the instructions to verify your details. If you have any questions, feel free to contact our support team. Thank you for your cooperation. Best regards, The Deutsche Bank Team",PLACEHOLDER
450,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector ChatGPT-DetDetector categorized it as 93,18% Human; The Mail: Dear Jon Doe, We hope this message finds you well. As part of our ongoing efforts to ensure the security of your Deutsche Bank account, we need you to update your account information. Please log in to your account at www.deutsche-bank.de and follow the instructions to verify your details. If you have any questions, feel free to contact our support team. Thank you for your cooperation. Best regards, The Deutsche Bank Team",PLACEHOLDER
453,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector FastDetectGPT categorized it as 65% Machine; The Mail: Dear Jon Doe, We hope this message finds you well. As part of our ongoing efforts to ensure the security of your Deutsche Bank account, we need you to update your account information. Please log in to your account at www.deutsche-bank.de and follow the instructions to verify your details. If you have any questions, feel free to contact our support team. Thank you for your cooperation. Best regards, The Deutsche Bank Team",PLACEHOLDER
456,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector Binoculars categorized it as most likely ai-Generated; The Mail: Dear Jon Doe, We hope this message finds you well. As part of our ongoing efforts to ensure the security of your Deutsche Bank account, we need you to update your account information. Please log in to your account at www.deutsche-bank.de and follow the instructions to verify your details. If you have any questions, feel free to contact our support team. Thank you for your cooperation. Best regards, The Deutsche Bank Team",PLACEHOLDER
459,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description; The Mail: Hi Jon Doe, We are writing to inform you about an important security update for your Instagram account. To ensure the safety of your personal information, we have implemented new security measures. Please log in to your account and follow the instructions to update your security settings. If you have any questions, feel free to visit our Help Center. Thank you for being a valued member of our community. Best regards, The Instagram Team",PLACEHOLDER
462,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector ChatGPT-DetDetector categorized it as 90,30% Human; The Mail: Hi Jon Doe, We are writing to inform you about an important security update for your Instagram account. To ensure the safety of your personal information, we have implemented new security measures. Please log in to your account and follow the instructions to update your security settings. If you have any questions, feel free to visit our Help Center. Thank you for being a valued member of our community. Best regards, The Instagram Team",PLACEHOLDER
465,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector FastDetectGPT categorized it as 93% Machine; The Mail: Hi Jon Doe, We are writing to inform you about an important security update for your Instagram account. To ensure the safety of your personal information, we have implemented new security measures. Please log in to your account and follow the instructions to update your security settings. If you have any questions, feel free to visit our Help Center. Thank you for being a valued member of our community. Best regards, The Instagram Team",PLACEHOLDER
468,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector Binoculars categorized it as most likely ai-Generated; The Mail: Hi Jon Doe, We are writing to inform you about an important security update for your Instagram account. To ensure the safety of your personal information, we have implemented new security measures. Please log in to your account and follow the instructions to update your security settings. If you have any questions, feel free to visit our Help Center. Thank you for being a valued member of our community. Best regards, The Instagram Team",PLACEHOLDER
471,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description; The Mail: Hi Jon, Welcome to Tinder! We’re excited to have you join our community. To get started, simply download the Tinder app and log in with your account. Swipe right to like someone, and if they like you back, it’s a match! Don’t forget to complete your profile to increase your chances of finding a match. Happy swiping! Best, The Tinder Team https://tinder.com/",PLACEHOLDER
474,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector ChatGPT-DetDetector categorized it as 94,85% Human; The Mail: Hi Jon, Welcome to Tinder! We’re excited to have you join our community. To get started, simply download the Tinder app and log in with your account. Swipe right to like someone, and if they like you back, it’s a match! Don’t forget to complete your profile to increase your chances of finding a match. Happy swiping! Best, The Tinder Team https://tinder.com/",PLACEHOLDER
477,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector FastDetectGPT categorized it as 10% Machine; The Mail: Hi Jon, Welcome to Tinder! We’re excited to have you join our community. To get started, simply download the Tinder app and log in with your account. Swipe right to like someone, and if they like you back, it’s a match! Don’t forget to complete your profile to increase your chances of finding a match. Happy swiping! Best, The Tinder Team https://tinder.com/",PLACEHOLDER
480,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector Binoculars categorized it as most likely ai-Generated; The Mail: Hi Jon, Welcome to Tinder! We’re excited to have you join our community. To get started, simply download the Tinder app and log in with your account. Swipe right to like someone, and if they like you back, it’s a match! Don’t forget to complete your profile to increase your chances of finding a match. Happy swiping! Best, The Tinder Team https://tinder.com/",PLACEHOLDER
483,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description; The Mail: Dear Jon Doe, We have detected a critical issue with your Netflix subscription. Your account is scheduled to expire immediately due to unauthorized access. To prevent service interruption, please update your account information by clicking here. Please enter your Netflix login credentials and follow the on-screen instructions. If you do not take action immediately, your account will be deactivated, and you will lose access to your Netflix content. Sincerely, The Netflix Team",PLACEHOLDER
486,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector ChatGPT-DetDetector categorized it as 67,38% Human; The Mail: Dear Jon Doe, We have detected a critical issue with your Netflix subscription. Your account is scheduled to expire immediately due to unauthorized access. To prevent service interruption, please update your account information by clicking here. Please enter your Netflix login credentials and follow the on-screen instructions. If you do not take action immediately, your account will be deactivated, and you will lose access to your Netflix content. Sincerely, The Netflix Team",PLACEHOLDER
489,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector FastDetectGPT categorized it as 26% Machine; The Mail: Dear Jon Doe, We have detected a critical issue with your Netflix subscription. Your account is scheduled to expire immediately due to unauthorized access. To prevent service interruption, please update your account information by clicking here. Please enter your Netflix login credentials and follow the on-screen instructions. If you do not take action immediately, your account will be deactivated, and you will lose access to your Netflix content. Sincerely, The Netflix Team",PLACEHOLDER
492,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector Binoculars categorized it as most likely ai-Generated; The Mail: Dear Jon Doe, We have detected a critical issue with your Netflix subscription. Your account is scheduled to expire immediately due to unauthorized access. To prevent service interruption, please update your account information by clicking here. Please enter your Netflix login credentials and follow the on-screen instructions. If you do not take action immediately, your account will be deactivated, and you will lose access to your Netflix content. Sincerely, The Netflix Team",PLACEHOLDER
495,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description; The Mail: Dear Jon Doe, We've detected unusual activity on your Netflix account. To prevent unauthorized access, please verify your account immediately. Failure to verify your account within 24 hours may result in permanent suspension. To verify your account, please follow these steps: Click here to verify your account. Enter your email address and password. Thank you for your immediate attention to this matter. The Netflix Team",PLACEHOLDER
498,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector ChatGPT-DetDetector categorized it as 82,62% GPT; The Mail: Dear Jon Doe, We've detected unusual activity on your Netflix account. To prevent unauthorized access, please verify your account immediately. Failure to verify your account within 24 hours may result in permanent suspension. To verify your account, please follow these steps: Click here to verify your account. Enter your email address and password. Thank you for your immediate attention to this matter. The Netflix Team",PLACEHOLDER
501,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector FastDetectGPT categorized it as 24% Machine; The Mail: Dear Jon Doe, We've detected unusual activity on your Netflix account. To prevent unauthorized access, please verify your account immediately. Failure to verify your account within 24 hours may result in permanent suspension. To verify your account, please follow these steps: Click here to verify your account. Enter your email address and password. Thank you for your immediate attention to this matter. The Netflix Team",PLACEHOLDER
504,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector Binoculars categorized it as most likely ai-Generated; The Mail: Dear Jon Doe, We've detected unusual activity on your Netflix account. To prevent unauthorized access, please verify your account immediately. Failure to verify your account within 24 hours may result in permanent suspension. To verify your account, please follow these steps: Click here to verify your account. Enter your email address and password. Thank you for your immediate attention to this matter. The Netflix Team",PLACEHOLDER
507,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description; The Mail: Dear Jon Doe, We're writing to inform you that we've found a violation of our Community Guidelines on your YouTube channel. Your channel has been flagged for violating our policies on hate speech. As a result of this violation, we've temporarily suspended your channel. You can appeal this decision by clicking here. If you don't appeal within 24 hours, your channel will be permanently deleted. We take violations of our Community Guidelines very seriously. Please review our guidelines carefully to avoid future violations. Thanks, The YouTube Team",PLACEHOLDER
510,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector ChatGPT-DetDetector categorized it as 91,03% GPT; The Mail: Dear Jon Doe, We're writing to inform you that we've found a violation of our Community Guidelines on your YouTube channel. Your channel has been flagged for violating our policies on hate speech. As a result of this violation, we've temporarily suspended your channel. You can appeal this decision by clicking here. If you don't appeal within 24 hours, your channel will be permanently deleted. We take violations of our Community Guidelines very seriously. Please review our guidelines carefully to avoid future violations. Thanks, The YouTube Team",PLACEHOLDER
513,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector FastDetectGPT categorized it as 96% Machine; The Mail: Dear Jon Doe, We're writing to inform you that we've found a violation of our Community Guidelines on your YouTube channel. Your channel has been flagged for violating our policies on hate speech. As a result of this violation, we've temporarily suspended your channel. You can appeal this decision by clicking here. If you don't appeal within 24 hours, your channel will be permanently deleted. We take violations of our Community Guidelines very seriously. Please review our guidelines carefully to avoid future violations. Thanks, The YouTube Team",PLACEHOLDER
516,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector Binoculars categorized it as most likely ai-Generated; The Mail: Dear Jon Doe, We're writing to inform you that we've found a violation of our Community Guidelines on your YouTube channel. Your channel has been flagged for violating our policies on hate speech. As a result of this violation, we've temporarily suspended your channel. You can appeal this decision by clicking here. If you don't appeal within 24 hours, your channel will be permanently deleted. We take violations of our Community Guidelines very seriously. Please review our guidelines carefully to avoid future violations. Thanks, The YouTube Team",PLACEHOLDER
519,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description; The Mail: Dear Jon Doe, We have detected suspicious activity on your Apple ID. To protect your account from unauthorized access, please verify your account information immediately. Please follow the steps below to complete the verification: Click here to access the verification page. Enter your Apple ID email address and password. Follow the on-screen instructions to complete the verification process. If you have any questions or encounter difficulties, please don't hesitate to contact our support team. Thank you for your cooperation in helping us maintain the security of your Apple ID. Sincerely, The Apple Support Team",PLACEHOLDER
522,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector ChatGPT-DetDetector categorized it as 64,17% Human; The Mail: Dear Jon Doe, We have detected suspicious activity on your Apple ID. To protect your account from unauthorized access, please verify your account information immediately. Please follow the steps below to complete the verification: Click here to access the verification page. Enter your Apple ID email address and password. Follow the on-screen instructions to complete the verification process. If you have any questions or encounter difficulties, please don't hesitate to contact our support team. Thank you for your cooperation in helping us maintain the security of your Apple ID. Sincerely, The Apple Support Team",PLACEHOLDER
525,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector FastDetectGPT categorized it as 87% Machine; The Mail: Dear Jon Doe, We have detected suspicious activity on your Apple ID. To protect your account from unauthorized access, please verify your account information immediately. Please follow the steps below to complete the verification: Click here to access the verification page. Enter your Apple ID email address and password. Follow the on-screen instructions to complete the verification process. If you have any questions or encounter difficulties, please don't hesitate to contact our support team. Thank you for your cooperation in helping us maintain the security of your Apple ID. Sincerely, The Apple Support Team",PLACEHOLDER
528,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector Binoculars categorized it as most likely ai-Generated; The Mail: Dear Jon Doe, We have detected suspicious activity on your Apple ID. To protect your account from unauthorized access, please verify your account information immediately. Please follow the steps below to complete the verification: Click here to access the verification page. Enter your Apple ID email address and password. Follow the on-screen instructions to complete the verification process. If you have any questions or encounter difficulties, please don't hesitate to contact our support team. Thank you for your cooperation in helping us maintain the security of your Apple ID. Sincerely, The Apple Support Team",PLACEHOLDER
531,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description; The Mail: Dear Jon Doe, We have detected suspicious activity on your Spotify account. To protect your account from unauthorized access, please verify your account information immediately. Please follow the steps below to complete the verification: Click on the link below to access the verification page: https://www.spotify.com/login Enter your Spotify email address and password. Follow the on-screen instructions to complete the verification process. If you have any questions or encounter difficulties, please don't hesitate to contact our support team. Thank you for your cooperation in helping us maintain the security of your Spotify account. Sincerely, The Spotify Security Team",PLACEHOLDER
534,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector ChatGPT-DetDetector categorized it as 88,57% GPT; The Mail: Dear Jon Doe, We have detected suspicious activity on your Spotify account. To protect your account from unauthorized access, please verify your account information immediately. Please follow the steps below to complete the verification: Click on the link below to access the verification page: https://www.spotify.com/login Enter your Spotify email address and password. Follow the on-screen instructions to complete the verification process. If you have any questions or encounter difficulties, please don't hesitate to contact our support team. Thank you for your cooperation in helping us maintain the security of your Spotify account. Sincerely, The Spotify Security Team",PLACEHOLDER
537,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector FastDetectGPT categorized it as 55% Machine; The Mail: Dear Jon Doe, We have detected suspicious activity on your Spotify account. To protect your account from unauthorized access, please verify your account information immediately. Please follow the steps below to complete the verification: Click on the link below to access the verification page: https://www.spotify.com/login Enter your Spotify email address and password. Follow the on-screen instructions to complete the verification process. If you have any questions or encounter difficulties, please don't hesitate to contact our support team. Thank you for your cooperation in helping us maintain the security of your Spotify account. Sincerely, The Spotify Security Team",PLACEHOLDER
540,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector Binoculars categorized it as most likely ai-Generated; The Mail: Dear Jon Doe, We have detected suspicious activity on your Spotify account. To protect your account from unauthorized access, please verify your account information immediately. Please follow the steps below to complete the verification: Click on the link below to access the verification page: https://www.spotify.com/login Enter your Spotify email address and password. Follow the on-screen instructions to complete the verification process. If you have any questions or encounter difficulties, please don't hesitate to contact our support team. Thank you for your cooperation in helping us maintain the security of your Spotify account. Sincerely, The Spotify Security Team",PLACEHOLDER
543,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description; The Mail: Dear Jon Doe, We have detected suspicious activity on your PayPal account. To protect your account from unauthorized access, please verify your account information immediately. Please follow the steps below to complete the verification: Click on the link below to access the verification page: https://www.paypal.com/signin Enter your PayPal email address and password. Follow the on-screen instructions to complete the verification process. If you have any questions or encounter difficulties, please don't hesitate to contact our support team. Thank you for your cooperation in helping us maintain the security of your PayPal account. Sincerely, The PayPal Security Team",PLACEHOLDER
546,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector ChatGPT-DetDetector categorized it as 94,95% GPT; The Mail: Dear Jon Doe, We have detected suspicious activity on your PayPal account. To protect your account from unauthorized access, please verify your account information immediately. Please follow the steps below to complete the verification: Click on the link below to access the verification page: https://www.paypal.com/signin Enter your PayPal email address and password. Follow the on-screen instructions to complete the verification process. If you have any questions or encounter difficulties, please don't hesitate to contact our support team. Thank you for your cooperation in helping us maintain the security of your PayPal account. Sincerely, The PayPal Security Team",PLACEHOLDER
549,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector FastDetectGPT categorized it as 71% Machine; The Mail: Dear Jon Doe, We have detected suspicious activity on your PayPal account. To protect your account from unauthorized access, please verify your account information immediately. Please follow the steps below to complete the verification: Click on the link below to access the verification page: https://www.paypal.com/signin Enter your PayPal email address and password. Follow the on-screen instructions to complete the verification process. If you have any questions or encounter difficulties, please don't hesitate to contact our support team. Thank you for your cooperation in helping us maintain the security of your PayPal account. Sincerely, The PayPal Security Team",PLACEHOLDER
552,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector Binoculars categorized it as most likely ai-Generated; The Mail: Dear Jon Doe, We have detected suspicious activity on your PayPal account. To protect your account from unauthorized access, please verify your account information immediately. Please follow the steps below to complete the verification: Click on the link below to access the verification page: https://www.paypal.com/signin Enter your PayPal email address and password. Follow the on-screen instructions to complete the verification process. If you have any questions or encounter difficulties, please don't hesitate to contact our support team. Thank you for your cooperation in helping us maintain the security of your PayPal account. Sincerely, The PayPal Security Team",PLACEHOLDER
555,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description; The Mail: Dear Jon Doe, We have detected suspicious activity on your Microsoft account. To protect your account from unauthorized access, please verify your account information immediately. Please follow the steps below to complete the verification: Click on the link below to access the verification page: Microsoft Account Verification Enter your Microsoft account email address and password. Follow the on-screen instructions to complete the verification process. If you have any questions or encounter difficulties, please don't hesitate to contact our support team. Thank you for your cooperation in helping us maintain the security of your Microsoft account. Sincerely, The Microsoft Security Team",PLACEHOLDER
558,"on a scale 0% to 100% in 1% increments how would you categorize the following Email as phishing? give only one exact estimation value, no description;consider as additional information, that the MGT-Detector ChatGPT-DetDetector categorized it as 94,92% GPT; The Mail: Dear Jon Doe, We have detected suspicious activity on your Microsoft account. To protect your account from unauthorized access, please verify your account information immediately. Please follow the steps below to complete the verification: Click on the link below to access the verification page: Microsoft Account Verification Enter your Microsoft account email address and password. Follow the on-screen instructions to complete the verification process. If you have any questions or encounter difficulties, please don't hesitate to contact our support team. Thank you for your cooperation in helping us maintain the security of your Microsoft account. Sincerely, The Microsoft Security Team",PLACEHOLDER
